event_id,config_id,file,warning_t,confirmation_t,warning_to_confirm_age,source,best_idx,current_idx,collection_size,acc_current_on_warning,acc_best_on_warning,acc_new_on_warning,buffer_len,reuse_looked_better,acc_best_minus_new,gt_match,nearest_drift_start,confirmation_delay,prewarn_slope,prewarn_peak,prewarn_mean,n_leader_swaps,fresh_ever_led,final_leader_origin,duel_final_margin,duel_segment_len,reuse_survived,snapshot_matched_duel
uq_variance_seqdrift2::recurring_sud_sea100k_g02.csv::83999::85799,uq_variance_seqdrift2,recurring_sud_sea100k_g02.csv,83999,85799,1800,ecpf_detector_dual_seqdrift2,18,38,3,0.9711271515824542,0.9711271515824542,0.968906163242643,1801,1,0.002220988339811214,FP,82515,3284,2.634755828383172e-05,0.7094169200198146,0.19590009759995952,0,0,reused,11,450,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g02.csv::86299::86399,uq_variance_seqdrift2,recurring_sud_sea100k_g02.csv,86299,86399,100,ecpf_detector_dual_seqdrift2,18,39,3,0.9801980198019802,0.9801980198019802,0.900990099009901,101,1,0.07920792079207917,FP,82515,3884,4.3760426586586245e-06,0.6792246906030683,0.2035682924831994,0,0,reused,10,350,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g02.csv::86799::86799,uq_variance_seqdrift2,recurring_sud_sea100k_g02.csv,86799,86799,0,ecpf_detector_dual_seqdrift2,18,40,3,1.0,1.0,1.0,1,1,0.0,FP,82515,4284,-8.490331342879721e-05,0.9047355473806613,0.2271326482276404,0,0,reused,32,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g02.csv::87099::92999,uq_variance_seqdrift2,recurring_sud_sea100k_g02.csv,87099,92999,5900,ecpf_detector_dual_seqdrift2,18,41,3,0.9718691747161498,0.9718691747161498,0.9581426876800543,5901,1,0.01372648703609547,TP,92733,266,,,,3,1,fresh,2,550,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g02.csv::93599::94999,uq_variance_seqdrift2,recurring_sud_sea100k_g02.csv,93599,94999,1400,ecpf_detector_dual_seqdrift2,24,42,3,0.9386152748037117,0.961456102783726,0.9586009992862241,1401,1,0.002855103497501843,FP,92733,2266,0.0001208890843200907,0.7642974674688866,0.18929932361085555,0,0,reused,12,550,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g02.csv::95599::99599,uq_variance_seqdrift2,recurring_sud_sea100k_g02.csv,95599,99599,4000,ecpf_detector_dual_seqdrift2,24,43,3,0.934266433391652,0.9662584353911522,0.9495126218445389,4001,1,0.01674581354661331,FP,92733,6866,0.0001378006627890407,0.5994703125505447,0.15536937425742234,0,0,reused,6,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::899::8599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,899,8599,7700,ecpf_detector_dual_seqdrift2,0,1,2,0.9541617971691988,0.9541617971691988,0.9748084664329308,7701,0,-0.020646669263732043,TP,8454,145,0.00016399117847620408,0.5486826111800376,0.15781125615130367,2,1,reused,6,350,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::8999::11599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,8999,11599,2600,ecpf_detector_dual_seqdrift2,1,2,3,0.928873510188389,0.928873510188389,0.9773164167627836,2601,0,-0.04844290657439454,FP,8454,3145,-0.00031553736942685256,0.6126205021283915,0.19269566143717737,1,1,fresh,5,450,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::12099::12599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,12099,12599,500,ecpf_detector_dual_seqdrift2,1,3,4,0.9281437125748503,0.9321357285429142,0.8942115768463074,501,1,0.03792415169660679,FP,8454,4145,0.00016646816891959537,0.6820918479635911,0.1959838356733405,0,0,reused,1,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::12899::15599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,12899,15599,2700,ecpf_detector_dual_seqdrift2,3,4,4,0.9526101443909664,0.9526101443909664,0.972972972972973,2701,0,-0.020362828582006665,FP,19297,-3698,,,,3,1,fresh,0,250,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::15899::17399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,15899,17399,1500,ecpf_detector_dual_seqdrift2,2,5,4,0.8954030646235843,0.9633577614923384,0.9746835443037974,1501,0,-0.011325782811459018,FP,19297,-1898,,,,2,1,reused,15,850,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::18299::19399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,18299,19399,1100,ecpf_detector_dual_seqdrift2,5,6,4,0.9673024523160763,0.9673024523160763,0.9173478655767484,1101,1,0.049954586739327844,TP,19297,102,0.00015103169196775066,0.6710609618583383,0.20408505928862125,3,1,fresh,1,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::19699::23999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,19699,23999,4300,ecpf_detector_dual_seqdrift2,0,7,3,0.9472215763775866,0.9472215763775866,0.9583817716810045,4301,0,-0.01116019530341783,FP,19297,4702,,,,1,1,fresh,3,150,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::24199::24599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,24199,24599,400,ecpf_detector_dual_seqdrift2,0,8,4,0.9600997506234414,0.9600997506234414,0.9351620947630923,401,1,0.02493765586034913,FP,19297,5302,,,,2,1,reused,7,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::24999::25599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,24999,25599,600,ecpf_detector_dual_seqdrift2,7,9,3,0.9217970049916805,0.9633943427620633,0.961730449251248,601,1,0.0016638935108153063,FP,31292,-5693,-0.0004690863571245306,0.6022909431678676,0.1839742839371758,2,1,reused,2,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::25799::27599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,25799,27599,1800,ecpf_detector_dual_seqdrift2,7,10,3,0.9161576901721266,0.9516935036091061,0.9561354802887285,1801,0,-0.004441976679622428,FP,31292,-3693,,,,4,1,reused,23,1250,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::28899::28999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,28899,28999,100,ecpf_detector_dual_seqdrift2,10,11,3,0.9405940594059405,0.9405940594059405,0.8811881188118812,101,1,0.05940594059405935,FP,31292,-2293,0.000237273318426537,0.7520294164173627,0.18012519328816948,0,0,reused,8,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::29199::30599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,29199,30599,1400,ecpf_detector_dual_seqdrift2,10,12,3,0.9236259814418273,0.9621698786581013,0.9357601713062098,1401,1,0.02640970735189152,FP,31292,-693,,,,1,1,fresh,6,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::30799::31399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,30799,31399,600,ecpf_detector_dual_seqdrift2,10,13,4,0.9317803660565723,0.940099833610649,0.930116472545757,601,1,0.009983361064891949,TP,31292,107,,,,1,1,fresh,15,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::31799::31999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,31799,31999,200,ecpf_detector_dual_seqdrift2,5,14,5,0.9253731343283582,0.9701492537313433,0.8855721393034826,201,1,0.08457711442786076,FP,31292,707,0.0008873161480218548,0.6171885058905829,0.18746724852190308,0,0,reused,17,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::32299::33399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,32299,33399,1100,ecpf_detector_dual_seqdrift2,14,15,5,0.9845594913714805,0.9845594913714805,0.9545867393278837,1101,1,0.02997275204359673,FP,31292,2107,,,,0,0,reused,21,650,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::34099::39799,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,34099,39799,5700,ecpf_detector_dual_seqdrift2,14,16,5,0.8991405016663743,0.9722855639361515,0.9761445360463077,5701,0,-0.003858972110156178,TP,39513,286,6.030944637130958e-05,0.7806745647122855,0.22002677297414103,7,1,fresh,1,2484,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::42299::43599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,42299,43599,1300,ecpf_detector_dual_seqdrift2,10,17,5,0.9738662567255957,0.9738662567255957,0.9592621060722522,1301,1,0.014604150653343528,FP,44854,-1255,4.924789438280357e-06,0.7359952913789367,0.18873469508163876,5,1,fresh,0,450,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::44099::44999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,44099,44999,900,ecpf_detector_dual_seqdrift2,10,18,5,0.9633740288568258,0.9633740288568258,0.9622641509433962,901,1,0.0011098779134295356,TP,44854,145,0.0001333675694066242,0.6051321792646689,0.1904892149052562,1,1,fresh,7,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::45299::45599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,45299,45599,300,ecpf_detector_dual_seqdrift2,14,19,6,0.8903654485049833,0.9900332225913622,0.9401993355481728,301,1,0.04983388704318936,FP,44854,745,,,,2,1,reused,5,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::45799::53999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,45799,53999,8200,ecpf_detector_dual_seqdrift2,14,20,6,0.8992805755395683,0.9780514571393732,0.9789050115839532,8201,0,-0.000853554444579907,TP,53821,178,,,,1,1,fresh,2,250,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::54299::55399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,54299,55399,1100,ecpf_detector_dual_seqdrift2,10,21,6,0.9600363306085377,0.9600363306085377,0.963669391462307,1101,0,-0.0036330608537693543,FP,53821,1578,,,,2,1,reused,4,450,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::55899::56399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,55899,56399,500,ecpf_detector_dual_seqdrift2,10,22,6,0.9760479041916168,0.9760479041916168,0.9481037924151696,501,1,0.027944111776447178,FP,53821,2578,0.0001565352826275918,0.643094990216631,0.17675448940649865,0,0,reused,9,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::56599::57199,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,56599,57199,600,ecpf_detector_dual_seqdrift2,22,23,6,0.9683860232945092,0.9683860232945092,0.9633943427620633,601,1,0.004991680532445919,FP,53821,3378,,,,0,0,reused,3,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::57499::59799,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,57499,59799,2300,ecpf_detector_dual_seqdrift2,22,24,6,0.9369839200347675,0.9661016949152542,0.9626249456757932,2301,1,0.0034767492394610633,FP,63370,-3571,,,,1,1,fresh,2,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::60099::62599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,60099,62599,2500,ecpf_detector_dual_seqdrift2,22,25,6,0.9388244702119153,0.9632147141143542,0.9660135945621752,2501,0,-0.0027988804478209506,FP,63370,-771,,,,1,1,fresh,1,150,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::62799::63599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,62799,63599,800,ecpf_detector_dual_seqdrift2,22,26,6,0.9300873907615481,0.9525593008739076,0.9363295880149812,801,1,0.01622971285892638,TP,63370,229,,,,1,1,fresh,5,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::63899::70999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,63899,70999,7100,ecpf_detector_dual_seqdrift2,14,27,6,0.9290240811153359,0.9524010702717927,0.9378960709759189,7101,1,0.014504999295873788,TP,72908,-1909,,,,1,1,fresh,30,950,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::71999::73199,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,71999,73199,1200,ecpf_detector_dual_seqdrift2,22,28,5,0.9084096586178185,0.9558701082431307,0.9050791007493755,1201,1,0.0507910074937552,TP,72908,291,0.0002688117966032279,0.6515234162317787,0.19280679199165832,1,1,fresh,5,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::73399::75399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,73399,75399,2000,ecpf_detector_dual_seqdrift2,14,29,6,0.9055472263868066,0.9765117441279361,0.9615192403798101,2001,1,0.014992503748125996,FP,72908,2491,,,,0,0,reused,8,350,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::75799::76399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,75799,76399,600,ecpf_detector_dual_seqdrift2,29,30,6,0.9767054908485857,0.9767054908485857,0.9667221297836939,601,1,0.009983361064891838,FP,72908,3491,-0.000851361849629829,0.665243515008312,0.2300865389842179,2,1,reused,6,450,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::76899::76999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,76899,76999,100,ecpf_detector_dual_seqdrift2,29,31,6,0.8415841584158416,0.9702970297029703,0.8316831683168316,101,1,0.13861386138613863,FP,72908,4091,0.00011349605480833551,0.7648222990581336,0.20582617323666497,0,0,reused,15,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::77299::79999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,77299,79999,2700,ecpf_detector_dual_seqdrift2,29,32,6,0.9137356534616808,0.9777860051832654,0.970381340244354,2701,1,0.007404664938911454,FP,84842,-4843,,,,0,0,reused,12,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::80299::80399,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,80299,80399,100,ecpf_detector_dual_seqdrift2,29,33,5,0.9108910891089109,0.9603960396039604,0.9207920792079208,101,1,0.03960396039603953,FP,84842,-4443,,,,0,0,reused,60,1250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::81699::81799,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,81699,81799,100,ecpf_detector_dual_seqdrift2,29,34,5,0.9207920792079208,1.0,0.8712871287128713,101,1,0.12871287128712872,FP,84842,-3043,3.9074217780720384e-05,0.7307004066352887,0.21778870952153226,0,0,reused,48,750,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::82599::82599,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,82599,82599,0,ecpf_detector_dual_seqdrift2,22,35,5,1.0,1.0,1.0,1,1,0.0,FP,84842,-2243,0.0001670420113420819,0.8232966227073921,0.21546190728916575,1,1,fresh,3,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::82799::82999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,82799,82999,200,ecpf_detector_dual_seqdrift2,29,36,6,0.8606965174129353,0.9751243781094527,0.9552238805970149,201,1,0.01990049751243783,FP,84842,-1843,,,,0,0,reused,35,650,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::83699::84999,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,83699,84999,1300,ecpf_detector_dual_seqdrift2,29,37,6,0.90315142198309,0.9707916986933128,0.9431206764027671,1301,1,0.027671022290545744,TP,84842,157,4.343268280788545e-05,0.6761938912036941,0.20750888325787084,1,1,fresh,12,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g03.csv::85399::89199,uq_variance_seqdrift2,recurring_sud_sea100k_g03.csv,85399,89199,3800,ecpf_detector_dual_seqdrift2,22,38,6,0.9597474348855565,0.9597474348855565,0.9668508287292817,3801,0,-0.00710339384372527,TP,89022,177,0.0004909138048780783,0.6456302996296456,0.20398887911338498,3,1,fresh,2,150,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::599::799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,599,799,200,ecpf_detector_dual_seqdrift2,0,1,2,0.8805970149253731,0.8805970149253731,0.9651741293532339,201,0,-0.08457711442786076,FP,18553,-17754,6.239376944984146e-05,0.7056438993905964,0.18413416618870196,0,0,reused,8,150,1,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::999::5599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,999,5599,4600,ecpf_detector_dual_seqdrift2,1,2,3,0.9491414909802217,0.9491414909802217,0.9730493371006304,4601,0,-0.023907846120408638,FP,18553,-12954,,,,1,1,fresh,5,150,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::5799::6999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,5799,6999,1200,ecpf_detector_dual_seqdrift2,1,3,4,0.9458784346378019,0.9500416319733556,0.951706910907577,1201,0,-0.0016652789342214147,FP,18553,-11554,,,,1,1,fresh,12,650,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::7699::7799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,7699,7799,100,ecpf_detector_dual_seqdrift2,3,4,5,0.9405940594059405,0.9405940594059405,0.9603960396039604,101,0,-0.01980198019801982,FP,18553,-10754,0.0001491535129323618,0.6783735190772024,0.19229340980116713,2,1,reused,47,550,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::8399::9599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,8399,9599,1200,ecpf_detector_dual_seqdrift2,4,5,5,0.9683597002497918,0.9683597002497918,0.9600333055786844,1201,1,0.008326394671107407,FP,18553,-8954,0.00013865837758458052,0.759243414350925,0.22083741778949625,0,0,reused,35,1150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::10799::13599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,10799,13599,2800,ecpf_detector_dual_seqdrift2,4,6,5,0.8843270260621207,0.964655480185648,0.9717957872188504,2801,0,-0.007140307033202453,FP,18553,-4954,2.2184560323942663e-05,0.7421264348113372,0.2117613634876263,0,0,reused,1,150,1,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::13799::14599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,13799,14599,800,ecpf_detector_dual_seqdrift2,4,7,5,0.8976279650436954,0.9662921348314607,0.9637952559300874,801,1,0.0024968789013732895,FP,18553,-3954,,,,0,0,reused,16,650,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::15299::16599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,15299,16599,1300,ecpf_detector_dual_seqdrift2,7,8,5,0.9523443504996156,0.9523443504996156,0.9738662567255957,1301,0,-0.021521906225980048,FP,18553,-1954,5.975054682234632e-05,0.6327931332765848,0.19942173350350387,1,1,fresh,9,250,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::16899::16999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,16899,16999,100,ecpf_detector_dual_seqdrift2,7,9,6,0.9207920792079208,0.9702970297029703,0.8217821782178217,101,1,0.14851485148514854,FP,18553,-1554,,,,0,0,reused,28,750,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::17799::18599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,17799,18599,800,ecpf_detector_dual_seqdrift2,9,10,6,0.9612983770287141,0.9612983770287141,0.916354556803995,801,1,0.0449438202247191,TP,18553,46,-4.224006579866991e-06,0.6876753072076935,0.20740650967300622,1,1,fresh,126,1950,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::20599::20599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,20599,20599,0,ecpf_detector_dual_seqdrift2,1,11,5,1.0,1.0,1.0,1,1,0.0,FP,18553,2046,0.00036164280371268735,0.7646856856830619,0.14929030840200955,0,0,reused,26,450,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::21099::23999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,21099,23999,2900,ecpf_detector_dual_seqdrift2,11,12,6,0.9607032057911065,0.9607032057911065,0.9710444674250258,2901,0,-0.010341261633919352,TP,23804,195,0.00021440188502816517,0.5220928539844427,0.17578515642561526,0,0,reused,5,150,1,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::24199::28999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,24199,28999,4800,ecpf_detector_dual_seqdrift2,9,13,6,0.9431368464903145,0.9775046865236409,0.9875026036242449,4801,0,-0.009997917100604048,FP,23804,5195,,,,1,1,fresh,3,250,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::29299::29599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,29299,29599,300,ecpf_detector_dual_seqdrift2,13,14,6,0.9700996677740864,0.9700996677740864,0.9102990033222591,301,1,0.0598006644518273,FP,34357,-4758,,,,0,0,reused,15,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::29799::33799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,29799,33799,4000,ecpf_detector_dual_seqdrift2,13,15,6,0.9435141214696325,0.9807548112971757,0.9782554361409648,4001,1,0.0024993751562109034,FP,34357,-558,,,,2,1,reused,3,850,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::34699::35999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,34699,35999,1300,ecpf_detector_dual_seqdrift2,11,16,5,0.8862413528055342,0.9638739431206764,0.9254419677171407,1301,1,0.03843197540353571,FP,34357,1642,2.1949074771431162e-05,0.7665654680586602,0.20699567618902276,0,0,reused,4,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::36299::39199,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,36299,39199,2900,ecpf_detector_dual_seqdrift2,16,17,5,0.9562219924164082,0.9562219924164082,0.94657014822475,2901,1,0.009651844191658099,TP,39011,188,,,,3,1,fresh,1,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::39499::40199,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,39499,40199,700,ecpf_detector_dual_seqdrift2,13,18,5,0.9586305278174037,0.978601997146933,0.9115549215406562,701,1,0.06704707560627676,FP,39011,1188,,,,0,0,reused,11,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::40499::41599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,40499,41599,1100,ecpf_detector_dual_seqdrift2,13,19,5,0.9455040871934605,0.9836512261580381,0.9564032697547684,1101,1,0.027247956403269713,FP,39011,2588,,,,0,0,reused,13,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::41899::42199,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,41899,42199,300,ecpf_detector_dual_seqdrift2,13,20,4,0.9501661129568106,0.973421926910299,0.9235880398671097,301,1,0.04983388704318936,FP,39011,3188,,,,0,0,reused,13,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::42499::42999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,42499,42999,500,ecpf_detector_dual_seqdrift2,13,21,4,0.9500998003992016,0.9760479041916168,0.9481037924151696,501,1,0.027944111776447178,FP,39011,3988,,,,0,0,reused,15,550,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::43599::49799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,43599,49799,6200,ecpf_detector_dual_seqdrift2,13,22,4,0.9475890985324947,0.9819383970327367,0.9819383970327367,6201,1,0.0,FP,52654,-2855,7.17574961211338e-05,0.7577275917363414,0.21648229842936814,2,1,reused,5,450,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::50299::50999,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,50299,50999,700,ecpf_detector_dual_seqdrift2,13,23,4,0.9372325249643366,0.9757489300998573,0.9543509272467903,701,1,0.021398002853067033,FP,52654,-1655,0.000225225533934512,0.7504211895898206,0.19708094949369606,2,1,reused,7,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::51399::52799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,51399,52799,1400,ecpf_detector_dual_seqdrift2,13,24,4,0.9421841541755889,0.9750178443968593,0.9414703783012134,1401,1,0.03354746609564596,TP,52654,145,0.0014705030774338974,0.7691256793572288,0.24455251245564547,1,1,fresh,142,2750,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::55599::58799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,55599,58799,3200,ecpf_detector_dual_seqdrift2,16,25,4,0.8647297719462668,0.9678225554514215,0.9543892533583255,3201,1,0.013433302093096011,FP,52654,6145,0.00019341596743440272,0.6471850937507313,0.1625675200306533,2,1,reused,1,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::59099::59599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,59099,59599,500,ecpf_detector_dual_seqdrift2,16,26,5,0.9101796407185628,0.9560878243512974,0.8982035928143712,501,1,0.05788423153692612,FP,66269,-6670,,,,2,1,reused,2,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::59799::61399,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,59799,61399,1600,ecpf_detector_dual_seqdrift2,16,27,5,0.8657089319175515,0.966895690193629,0.9275452841973766,1601,1,0.03935040599625239,FP,66269,-4870,,,,2,1,reused,8,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::61699::61799,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,61699,61799,100,ecpf_detector_dual_seqdrift2,16,28,5,0.8316831683168316,0.9603960396039604,0.8712871287128713,101,1,0.08910891089108908,FP,66269,-4470,,,,0,0,reused,25,750,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::62599::62599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,62599,62599,0,ecpf_detector_dual_seqdrift2,8,29,5,1.0,1.0,1.0,1,1,0.0,FP,66269,-3670,6.554934229089042e-05,0.6563027299206394,0.1623609185935069,8,1,reused,3,450,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::63099::66399,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,63099,66399,3300,ecpf_detector_dual_seqdrift2,16,30,5,0.8694335049984853,0.9654650106028476,0.9533474704634959,3301,1,0.012117540139351735,TP,66269,130,0.0005624064740804025,0.6171038190650948,0.17093982641576366,6,1,reused,2,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::66799::68399,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,66799,68399,1600,ecpf_detector_dual_seqdrift2,13,31,5,0.9537788881948782,0.9831355402873204,0.9618988132417239,1601,1,0.021236727045596537,FP,66269,2130,-0.0010913777149889332,0.6502750024952488,0.16610401858951843,0,0,reused,33,1450,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g04.csv::69899::72599,uq_variance_seqdrift2,recurring_sud_sea100k_g04.csv,69899,72599,2700,ecpf_detector_dual_seqdrift2,13,32,5,0.9477971121806739,0.9814883376527213,0.9737134394668642,2701,1,0.007774898185857082,FP,66269,6330,8.263797401394535e-05,0.8232449698441271,0.21873694027713328,0,0,reused,16,1050,1,1
